ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,CPI,CPI_lower,CPI_upper,Fuel_Price,Fuel_Price_lower,Fuel_Price_upper,Holiday_Flag,Holiday_Flag_lower,Holiday_Flag_upper,Month,Month_lower,Month_upper,Unemployment,Unemployment_lower,Unemployment_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-12-31,4184552.996545845,4162373.982676957,4542957.923616097,4184552.996545845,4184552.996545845,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-225453.06787710157,-225453.06787710157,-225453.06787710157,391212.36876830994,391212.36876830994,391212.36876830994,165087.02691342167,165087.02691342167,165087.02691342167,531.1341303783405,531.1341303783405,531.1341303783405,39774.76179939184,39774.76179939184,39774.76179939184,124781.13098365141,124781.13098365141,124781.13098365141,0.0,0.0,0.0,4349640.023459267
2011-01-07,4182957.023946181,4199984.603423242,4582732.025001714,4182957.023946181,4182957.023946181,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,221193.8789373578,221193.8789373578,221193.8789373578,391212.36876830994,391212.36876830994,391212.36876830994,206493.86197907984,206493.86197907984,206493.86197907984,447178.08094483777,447178.08094483777,447178.08094483777,39774.76179939184,39774.76179939184,39774.76179939184,-280458.9807651498,-280458.9807651498,-280458.9807651498,0.0,0.0,0.0,4389450.88592526
2011-01-14,4181361.0513465167,3998560.396720337,4347664.035369992,4181361.0513465167,4181361.0513465167,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,221193.8789373578,221193.8789373578,221193.8789373578,391212.36876830994,391212.36876830994,391212.36876830994,-5568.489593249376,-5568.489593249376,-5568.489593249376,447178.08094483777,447178.08094483777,447178.08094483777,39774.76179939184,39774.76179939184,39774.76179939184,-492521.3323374789,-492521.3323374789,-492521.3323374789,0.0,0.0,0.0,4175792.5617532674
2011-01-21,4179765.078746853,4028022.1603918974,4398818.053778174,4179765.078746853,4179765.078746853,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,221193.8789373578,221193.8789373578,221193.8789373578,391212.36876830994,391212.36876830994,391212.36876830994,35004.46499854403,35004.46499854403,35004.46499854403,447178.08094483777,447178.08094483777,447178.08094483777,39774.76179939184,39774.76179939184,39774.76179939184,-451948.3777456856,-451948.3777456856,-451948.3777456856,0.0,0.0,0.0,4214769.543745397
2011-01-28,4178169.1061471887,4190827.144779349,4544882.050065458,4178169.1061471887,4178169.1061471887,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,221193.8789373578,221193.8789373578,221193.8789373578,391212.36876830994,391212.36876830994,391212.36876830994,194669.8759651638,194669.8759651638,194669.8759651638,447178.08094483777,447178.08094483777,447178.08094483777,39774.76179939184,39774.76179939184,39774.76179939184,-292282.9667790658,-292282.9667790658,-292282.9667790658,0.0,0.0,0.0,4372838.982112353
2011-02-04,4176573.1335475245,4230157.239067923,4618855.6562595405,4176573.1335475245,4176573.1335475245,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,180589.61104513428,180589.61104513428,180589.61104513428,391212.36876830994,391212.36876830994,391212.36876830994,262007.73682674256,262007.73682674256,262007.73682674256,406573.81305261416,406573.81305261416,406573.81305261416,39774.76179939184,39774.76179939184,39774.76179939184,-184340.83802526348,-184340.83802526348,-184340.83802526348,0.0,0.0,0.0,4438580.870374267
2011-02-11,4174977.1609478607,4262456.05284448,4640544.678229629,4174977.1609478607,4174977.1609478607,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,180589.61104513428,180589.61104513428,180589.61104513428,391212.36876830994,391212.36876830994,391212.36876830994,266540.594226269,266540.594226269,266540.594226269,406573.81305261416,406573.81305261416,406573.81305261416,39774.76179939184,39774.76179939184,39774.76179939184,-179807.98062573705,-179807.98062573705,-179807.98062573705,0.0,0.0,0.0,4441517.755174129
2011-02-18,4173381.1883481964,4226448.540876958,4613350.488892515,4173381.1883481964,4173381.1883481964,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,180589.61104513428,180589.61104513428,180589.61104513428,391212.36876830994,391212.36876830994,391212.36876830994,236088.72489254017,236088.72489254017,236088.72489254017,406573.81305261416,406573.81305261416,406573.81305261416,39774.76179939185,39774.76179939185,39774.76179939185,-210259.84995946585,-210259.84995946585,-210259.84995946585,0.0,0.0,0.0,4409469.913240736
2011-02-25,4171785.215748532,4224312.603894891,4598805.446237794,4171785.215748532,4171785.215748532,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,180589.61104513428,180589.61104513428,180589.61104513428,391212.36876830994,391212.36876830994,391212.36876830994,240133.59206363323,240133.59206363323,240133.59206363323,406573.81305261416,406573.81305261416,406573.81305261416,39774.76179939184,39774.76179939184,39774.76179939184,-206214.9827883728,-206214.9827883728,-206214.9827883728,0.0,0.0,0.0,4411918.8078121655
2011-03-04,4170189.2431488684,4214999.885131153,4594747.618286632,4170189.2431488684,4170189.2431488684,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,139985.34315291067,139985.34315291067,139985.34315291067,391212.36876830994,391212.36876830994,391212.36876830994,228853.2016002289,228853.2016002289,228853.2016002289,365969.5451603906,365969.5451603906,365969.5451603906,39774.76179939184,39774.76179939184,39774.76179939184,-176891.1053595536,-176891.1053595536,-176891.1053595536,0.0,0.0,0.0,4399042.444749097
2011-03-11,4168593.270549204,4223143.875611902,4596298.508900155,4168593.270549204,4168593.270549204,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,139985.34315291067,139985.34315291067,139985.34315291067,391212.36876830994,391212.36876830994,391212.36876830994,236997.80057346582,236997.80057346582,236997.80057346582,365969.5451603906,365969.5451603906,365969.5451603906,39774.76179939184,39774.76179939184,39774.76179939184,-168746.5063863166,-168746.5063863166,-168746.5063863166,0.0,0.0,0.0,4405591.07112267
2011-03-18,4166997.29794954,4197475.07834985,4588344.300074877,4166997.29794954,4166997.29794954,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,139985.34315291067,139985.34315291067,139985.34315291067,391212.36876830994,391212.36876830994,391212.36876830994,223322.65384294602,223322.65384294602,223322.65384294602,365969.5451603906,365969.5451603906,365969.5451603906,39774.76179939184,39774.76179939184,39774.76179939184,-182421.65311683645,-182421.65311683645,-182421.65311683645,0.0,0.0,0.0,4390319.951792486
2011-03-25,4165401.325349876,4217466.54652266,4590268.566050562,4165401.325349876,4165401.325349876,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,139985.34315291067,139985.34315291067,139985.34315291067,391212.36876830994,391212.36876830994,391212.36876830994,238023.5633604321,238023.5633604321,238023.5633604321,365969.5451603906,365969.5451603906,365969.5451603906,39774.76179939184,39774.76179939184,39774.76179939184,-167720.74359935036,-167720.74359935036,-167720.74359935036,0.0,0.0,0.0,4403424.888710308
2011-04-01,4163805.352750212,4238064.80823014,4630322.609756881,4163805.352750212,4163805.352750212,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,99381.07526068708,99381.07526068708,99381.07526068708,391212.36876830994,391212.36876830994,391212.36876830994,266360.382911911,266360.382911911,266360.382911911,325365.277268167,325365.277268167,325365.277268167,39774.76179939184,39774.76179939184,39774.76179939184,-98779.65615564784,-98779.65615564784,-98779.65615564784,0.0,0.0,0.0,4430165.735662123
2011-04-08,4162209.3801505477,4307773.480330333,4686192.060421765,4162209.3801505477,4162209.3801505477,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,99381.07526068708,99381.07526068708,99381.07526068708,391212.36876830994,391212.36876830994,391212.36876830994,344294.7111720898,344294.7111720898,344294.7111720898,325365.277268167,325365.277268167,325365.277268167,39774.76179939184,39774.76179939184,39774.76179939184,-20845.327895469072,-20845.327895469072,-20845.327895469072,0.0,0.0,0.0,4506504.091322637
2011-04-15,4160613.407550884,4335607.8817719435,4718978.673166075,4160613.407550884,4160613.407550884,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,99381.07526068708,99381.07526068708,99381.07526068708,391212.36876830994,391212.36876830994,391212.36876830994,365191.89773421315,365191.89773421315,365191.89773421315,325365.277268167,325365.277268167,325365.277268167,39774.76179939184,39774.76179939184,39774.76179939184,51.858666654297025,51.858666654297025,51.858666654297025,0.0,0.0,0.0,4525805.305285097
2011-04-22,4159017.4349512197,4312001.679890342,4680748.5199281415,4159017.4349512197,4159017.4349512197,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,99381.07526068708,99381.07526068708,99381.07526068708,391212.36876830994,391212.36876830994,391212.36876830994,326463.3844121495,326463.3844121495,326463.3844121495,325365.277268167,325365.277268167,325365.277268167,39774.76179939184,39774.76179939184,39774.76179939184,-38676.654655409366,-38676.654655409366,-38676.654655409366,0.0,0.0,0.0,4485480.81936337
2011-04-29,4157421.4623515555,4257795.780231807,4635055.465723828,4157421.4623515555,4157421.4623515555,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,99381.07526068708,99381.07526068708,99381.07526068708,391212.36876830994,391212.36876830994,391212.36876830994,296127.2335218222,296127.2335218222,296127.2335218222,325365.277268167,325365.277268167,325365.277268167,39774.76179939184,39774.76179939184,39774.76179939184,-69012.80554573661,-69012.80554573661,-69012.80554573661,0.0,0.0,0.0,4453548.695873378
2011-05-06,4155825.4897518912,4254836.099404428,4635822.499188772,4155825.4897518912,4155825.4897518912,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,58776.80736846351,58776.80736846351,58776.80736846351,391212.36876830994,391212.36876830994,391212.36876830994,289942.90399736963,289942.90399736963,289942.90399736963,284761.0093759434,284761.0093759434,284761.0093759434,39774.76179939184,39774.76179939184,39774.76179939184,-34592.86717796561,-34592.86717796561,-34592.86717796561,0.0,0.0,0.0,4445768.393749261
2011-05-13,4154229.5171522275,4324991.440920127,4717194.952478211,4154229.5171522275,4154229.5171522275,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,58776.80736846351,58776.80736846351,58776.80736846351,391212.36876830994,391212.36876830994,391212.36876830994,365283.3881626493,365283.3881626493,365283.3881626493,284761.0093759434,284761.0093759434,284761.0093759434,39774.76179939184,39774.76179939184,39774.76179939184,40747.61698731399,40747.61698731399,40747.61698731399,0.0,0.0,0.0,4519512.905314877
2011-05-20,4152633.544552563,4386946.787898186,4751255.792908131,4152633.544552563,4152633.544552563,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,58776.80736846351,58776.80736846351,58776.80736846351,391212.36876830994,391212.36876830994,391212.36876830994,408520.1592730963,408520.1592730963,408520.1592730963,284761.0093759434,284761.0093759434,284761.0093759434,39774.76179939184,39774.76179939184,39774.76179939184,83984.38809776092,83984.38809776092,83984.38809776092,0.0,0.0,0.0,4561153.703825659
2011-05-27,4151037.571952899,4345489.141325093,4725633.407254428,4151037.571952899,4151037.571952899,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,58776.80736846351,58776.80736846351,58776.80736846351,391212.36876830994,391212.36876830994,391212.36876830994,387211.72571822087,387211.72571822087,387211.72571822087,284761.0093759434,284761.0093759434,284761.0093759434,39774.76179939184,39774.76179939184,39774.76179939184,62675.95454288552,62675.95454288552,62675.95454288552,0.0,0.0,0.0,4538249.29767112
2011-06-03,4149441.598594235,4261509.8972094245,4645556.989511786,4149441.598594235,4149441.598594235,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,18172.539476239923,18172.539476239923,18172.539476239923,391212.36876830994,391212.36876830994,391212.36876830994,304039.66658768157,304039.66658768157,304039.66658768157,244156.74148371984,244156.74148371984,244156.74148371984,39774.76179939184,39774.76179939184,39774.76179939184,20108.163304569865,20108.163304569865,20108.163304569865,0.0,0.0,0.0,4453481.265181917
2011-06-10,4147845.6252355706,4257073.908124648,4633436.359337119,4147845.6252355706,4147845.6252355706,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,18172.539476239923,18172.539476239923,18172.539476239923,391212.36876830994,391212.36876830994,391212.36876830994,298863.29881754227,298863.29881754227,298863.29881754227,244156.74148371984,244156.74148371984,244156.74148371984,39774.76179939184,39774.76179939184,39774.76179939184,14931.79553443054,14931.79553443054,14931.79553443054,0.0,0.0,0.0,4446708.924053113
2011-06-17,4146249.6518769064,4284006.116373749,4682337.825295643,4146249.6518769064,4146249.6518769064,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,18172.539476239923,18172.539476239923,18172.539476239923,391212.36876830994,391212.36876830994,391212.36876830994,329856.6683184792,329856.6683184792,329856.6683184792,244156.74148371984,244156.74148371984,244156.74148371984,39774.76179939184,39774.76179939184,39774.76179939184,45925.16503536747,45925.16503536747,45925.16503536747,0.0,0.0,0.0,4476106.320195385
2011-06-24,4144653.678518242,4297001.6588515,4665929.495793143,4144653.678518242,4144653.678518242,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,18172.539476239923,18172.539476239923,18172.539476239923,391212.36876830994,391212.36876830994,391212.36876830994,341266.5743357363,341266.5743357363,341266.5743357363,244156.74148371984,244156.74148371984,244156.74148371984,39774.76179939184,39774.76179939184,39774.76179939184,57335.07105262456,57335.07105262456,57335.07105262456,0.0,0.0,0.0,4485920.252853978
2011-07-01,4143057.7051595775,4207134.457794096,4603091.038406513,4143057.7051595775,4143057.7051595775,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-22431.72841598366,-22431.72841598366,-22431.72841598366,391212.36876830994,391212.36876830994,391212.36876830994,256990.43972779813,256990.43972779813,256990.43972779813,203552.47359149627,203552.47359149627,203552.47359149627,39774.76179939184,39774.76179939184,39774.76179939184,13663.204336909994,13663.204336909994,13663.204336909994,0.0,0.0,0.0,4400048.144887376
2011-07-08,4141461.731800913,4133878.5375601137,4526477.077113568,4141461.731800913,4141461.731800913,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-22431.72841598366,-22431.72841598366,-22431.72841598366,391212.36876830994,391212.36876830994,391212.36876830994,188748.48278621316,188748.48278621316,188748.48278621316,203552.47359149627,203552.47359149627,203552.47359149627,39774.76179939184,39774.76179939184,39774.76179939184,-54578.752604674955,-54578.752604674955,-54578.752604674955,0.0,0.0,0.0,4330210.214587126
2011-07-15,4139865.7584422487,4101442.2411360214,4470087.460004549,4139865.7584422487,4139865.7584422487,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-22431.72841598366,-22431.72841598366,-22431.72841598366,391212.36876830994,391212.36876830994,391212.36876830994,153193.68408991664,153193.68408991664,153193.68408991664,203552.47359149627,203552.47359149627,203552.47359149627,39774.76179939184,39774.76179939184,39774.76179939184,-90133.55130097146,-90133.55130097146,-90133.55130097146,0.0,0.0,0.0,4293059.442532165
2011-07-22,4138269.7850835845,4130041.054287101,4490568.353954841,4138269.7850835845,4138269.7850835845,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-22431.72841598366,-22431.72841598366,-22431.72841598366,391212.36876830994,391212.36876830994,391212.36876830994,165780.18959511508,165780.18959511508,165780.18959511508,203552.47359149627,203552.47359149627,203552.47359149627,39774.76179939184,39774.76179939184,39774.76179939184,-77547.04579577303,-77547.04579577303,-77547.04579577303,0.0,0.0,0.0,4304049.9746787
2011-07-29,4136673.8117249203,4129752.150106052,4510560.7680934,4136673.8117249203,4136673.8117249203,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-22431.72841598366,-22431.72841598366,-22431.72841598366,391212.36876830994,391212.36876830994,391212.36876830994,191526.29332286736,191526.29332286736,191526.29332286736,203552.47359149627,203552.47359149627,203552.47359149627,39774.76179939184,39774.76179939184,39774.76179939184,-51800.942068020726,-51800.942068020726,-51800.942068020726,0.0,0.0,0.0,4328200.105047788
2011-08-05,4135077.838366256,4110874.094312859,4480444.219588481,4135077.838366256,4135077.838366256,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-63035.99630820724,-63035.99630820724,-63035.99630820724,391212.36876830994,391212.36876830994,391212.36876830994,160318.78875438627,160318.78875438627,160318.78875438627,162948.20569927266,162948.20569927266,162948.20569927266,39774.76179939184,39774.76179939184,39774.76179939184,-42404.17874427819,-42404.17874427819,-42404.17874427819,0.0,0.0,0.0,4295396.627120642
2011-08-12,4133481.865007592,4116819.5649214704,4484458.066220016,4133481.865007592,4133481.865007592,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-63035.99630820724,-63035.99630820724,-63035.99630820724,391212.36876830994,391212.36876830994,391212.36876830994,168434.55582326066,168434.55582326066,168434.55582326066,162948.20569927266,162948.20569927266,162948.20569927266,39774.76179939184,39774.76179939184,39774.76179939184,-34288.41167540384,-34288.41167540384,-34288.41167540384,0.0,0.0,0.0,4301916.420830852
2011-08-19,4131885.8916489277,4150154.0688680806,4517703.7175237695,4131885.8916489277,4131885.8916489277,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-63035.99630820724,-63035.99630820724,-63035.99630820724,391212.36876830994,391212.36876830994,391212.36876830994,203487.2579265231,203487.2579265231,203487.2579265231,162948.20569927266,162948.20569927266,162948.20569927266,39774.76179939184,39774.76179939184,39774.76179939184,764.2904278586235,764.2904278586235,764.2904278586235,0.0,0.0,0.0,4335373.14957545
2011-08-26,4130289.918290263,4193788.0605814545,4580646.17636614,4130289.918290263,4130289.918290263,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-63035.99630820724,-63035.99630820724,-63035.99630820724,391212.36876830994,391212.36876830994,391212.36876830994,252417.00172437544,252417.00172437544,252417.00172437544,162948.20569927266,162948.20569927266,162948.20569927266,39774.76179939184,39774.76179939184,39774.76179939184,49694.034225710915,49694.034225710915,49694.034225710915,0.0,0.0,0.0,4382706.920014638
2011-09-02,4128693.944931599,4158819.173427444,4547468.592718008,4128693.944931599,4128693.944931599,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-103640.26420043081,-103640.26420043081,-103640.26420043081,391212.36876830994,391212.36876830994,391212.36876830994,225328.8107094858,225328.8107094858,225328.8107094858,122343.9378070491,122343.9378070491,122343.9378070491,39774.76179939184,39774.76179939184,39774.76179939184,63210.11110304482,63210.11110304482,63210.11110304482,0.0,0.0,0.0,4354022.755641085
2011-09-09,4127097.9715729346,4112032.7346056355,4493001.876738294,4127097.9715729346,4127097.9715729346,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-103640.26420043081,-103640.26420043081,-103640.26420043081,391212.36876830994,391212.36876830994,391212.36876830994,183118.48145037738,183118.48145037738,183118.48145037738,122343.9378070491,122343.9378070491,122343.9378070491,39774.76179939184,39774.76179939184,39774.76179939184,20999.78184393642,20999.78184393642,20999.78184393642,0.0,0.0,0.0,4310216.453023312
2011-09-16,4125501.9982142705,4064668.9791207747,4449957.52842487,4125501.9982142705,4125501.9982142705,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-103640.26420043081,-103640.26420043081,-103640.26420043081,391212.36876830994,391212.36876830994,391212.36876830994,131260.93027969956,131260.93027969956,131260.93027969956,122343.9378070491,122343.9378070491,122343.9378070491,39774.76179939184,39774.76179939184,39774.76179939184,-30857.76932674138,-30857.76932674138,-30857.76932674138,0.0,0.0,0.0,4256762.92849397
2011-09-23,4123906.0248556063,4056475.5192250735,4447468.6271727225,4123906.0248556063,4123906.0248556063,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-103640.26420043081,-103640.26420043081,-103640.26420043081,391212.36876830994,391212.36876830994,391212.36876830994,132953.7500215863,132953.7500215863,132953.7500215863,122343.9378070491,122343.9378070491,122343.9378070491,39774.76179939184,39774.76179939184,39774.76179939184,-29164.949584854603,-29164.949584854603,-29164.949584854603,0.0,0.0,0.0,4256859.774877192
2011-09-30,4122310.051496942,4123442.4644527133,4490874.468257713,4122310.051496942,4122310.051496942,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-103640.26420043081,-103640.26420043081,-103640.26420043081,391212.36876830994,391212.36876830994,391212.36876830994,188959.97968178248,188959.97968178248,188959.97968178248,122343.9378070491,122343.9378070491,122343.9378070491,39774.76179939185,39774.76179939185,39774.76179939185,26841.28007534149,26841.28007534149,26841.28007534149,0.0,0.0,0.0,4311270.031178725
2011-10-07,4120714.078138278,4120434.824527609,4507558.689360612,4120714.078138278,4120714.078138278,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-144244.53209265438,-144244.53209265438,-144244.53209265438,391212.36876830994,391212.36876830994,391212.36876830994,192127.05711284673,192127.05711284673,192127.05711284673,81739.66991482553,81739.66991482553,81739.66991482553,39774.76179939184,39774.76179939184,39774.76179939184,70612.6253986293,70612.6253986293,70612.6253986293,0.0,0.0,0.0,4312841.135251124
2011-10-14,4119118.104779613,4110047.4917909005,4494690.507828191,4119118.104779613,4119118.104779613,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-144244.53209265438,-144244.53209265438,-144244.53209265438,391212.36876830994,391212.36876830994,391212.36876830994,173668.78245576227,173668.78245576227,173668.78245576227,81739.66991482553,81739.66991482553,81739.66991482553,39774.76179939184,39774.76179939184,39774.76179939184,52154.35074154488,52154.35074154488,52154.35074154488,0.0,0.0,0.0,4292786.887235375
2011-10-21,4117522.1314209485,4056038.5784355006,4443860.229891947,4117522.1314209485,4117522.1314209485,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-144244.53209265438,-144244.53209265438,-144244.53209265438,391212.36876830994,391212.36876830994,391212.36876830994,127945.48199170807,127945.48199170807,127945.48199170807,81739.66991482553,81739.66991482553,81739.66991482553,39774.76179939184,39774.76179939184,39774.76179939184,6431.050277490695,6431.050277490695,6431.050277490695,0.0,0.0,0.0,4245467.613412657
2011-10-28,4115926.1580622843,4044410.488964492,4432379.455757292,4115926.1580622843,4115926.1580622843,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-144244.53209265438,-144244.53209265438,-144244.53209265438,391212.36876830994,391212.36876830994,391212.36876830994,135786.54762874966,135786.54762874966,135786.54762874966,81739.66991482553,81739.66991482553,81739.66991482553,39774.76179939185,39774.76179939185,39774.76179939185,14272.115914532238,14272.115914532238,14272.115914532238,0.0,0.0,0.0,4251712.705691034
2011-11-04,4114330.185156565,4098583.71173789,4500519.387500042,4114330.185156565,4114330.185156565,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-184848.799984878,-184848.799984878,-184848.799984878,391212.36876830994,391212.36876830994,391212.36876830994,181240.58234930754,181240.58234930754,181240.58234930754,41135.40202260192,41135.40202260192,41135.40202260192,39774.76179939184,39774.76179939184,39774.76179939184,100330.41852731368,100330.41852731368,100330.41852731368,0.0,0.0,0.0,4295570.767505873
2011-11-11,4112734.2122508455,4201694.278622995,4577168.816994544,4112734.2122508455,4112734.2122508455,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-184848.799984878,-184848.799984878,-184848.799984878,391212.36876830994,391212.36876830994,391212.36876830994,281102.2824559071,281102.2824559071,281102.2824559071,41135.40202260192,41135.40202260192,41135.40202260192,39774.76179939184,39774.76179939184,39774.76179939184,200192.1186339132,200192.1186339132,200192.1186339132,0.0,0.0,0.0,4393836.494706753
2011-11-18,4111138.2393451263,4265919.670554894,4624426.563756892,4111138.2393451263,4111138.2393451263,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-184848.799984878,-184848.799984878,-184848.799984878,391212.36876830994,391212.36876830994,391212.36876830994,326884.3081774877,326884.3081774877,326884.3081774877,41135.40202260192,41135.40202260192,41135.40202260192,39774.76179939184,39774.76179939184,39774.76179939184,245974.14435549383,245974.14435549383,245974.14435549383,0.0,0.0,0.0,4438022.547522614
2011-11-25,4109542.266439407,4265152.346698017,4643065.956738396,4109542.266439407,4109542.266439407,-127554.70559069957,-127554.70559069957,-127554.70559069957,-37673.461170130446,-37673.461170130446,-37673.461170130446,0.0,0.0,0.0,-184848.799984878,-184848.799984878,-184848.799984878,391212.36876830994,391212.36876830994,391212.36876830994,343950.6902483341,343950.6902483341,343950.6902483341,41135.40202260192,41135.40202260192,41135.40202260192,39774.76179939184,39774.76179939184,39774.76179939184,263040.5264263402,263040.5264263402,263040.5264263402,0.0,0.0,0.0,4453492.956687741
