"Store","Date","Weekly_Sales","Holiday_Flag","Temperature","Fuel_Price","CPI","Unemployment","week","year"
"32","26-11-2010",1634635.86,"1",29.97,2.742,191.0121805,9.137,14935,"2010"
"32","31-12-2010",955463.84,"1",27.7,2.829,191.2557002,9.137,14970,"2010"
"32","11-02-2011",1124357.2,"1",18.51,3.037,191.8572881,8.818,15012,"2011"
"32","09-09-2011",1128237.3,"1",61.24,3.566,194.6387853,8.622,15222,"2011"
"32","25-11-2011",1684468.66,"1",40.22,3.424,195.7704,8.513,15299,"2011"
"32","30-12-2011",1102367.65,"1",32.99,3.119,196.3586101,8.513,15334,"2011"
"32","10-02-2012",1129422.86,"1",23.34,3.103,196.9195056,8.256,15376,"2012"
"32","07-09-2012",1126685.95,"1",72.56,3.596,198.0950484,7.872,15586,"2012"
"33","12-02-2010",294882.83,"1",55.47,2.828,126.4962581,10.115,14648,"2010"
"33","10-09-2010",272834.88,"1",91.77,2.961,126.1145806,9.495,14858,"2010"
"33","26-11-2010",240044.57,"1",56.87,3.162,126.6692667,9.265,14935,"2010"
"33","31-12-2010",219804.85,"1",52.91,3.148,127.0876774,9.265,14970,"2010"
"33","11-02-2011",276198.74,"1",53.35,3.381,127.859129,8.951,15012,"2011"
"33","09-09-2011",281842.28,"1",96.22,3.771,129.3686129,8.442,15222,"2011"
"33","25-11-2011",255996.47,"1",62.35,3.76,129.8364,8.01,15299,"2011"
"33","30-12-2011",215359.21,"1",51.6,3.428,130.0710323,8.01,15334,"2011"
"33","10-02-2012",282552.58,"1",59.94,3.722,130.3849032,7.603,15376,"2012"
"33","07-09-2012",286428.78,"1",92.02,4.124,130.9325484,7.147,15586,"2012"
"34","12-02-2010",994610.99,"1",36.13,2.573,126.4962581,9.521,14648,"2010"
"34","10-09-2010",932240.96,"1",72.61,2.574,126.1145806,9.816,14858,"2010"
"34","26-11-2010",1309476.68,"1",41.13,2.752,126.6692667,10.21,14935,"2010"
"34","31-12-2010",902109.69,"1",34.11,2.955,127.0876774,10.21,14970,"2010"
"34","11-02-2011",1015654.6,"1",28.66,3.033,127.859129,10.398,15012,"2011"
"34","09-09-2011",930506.14,"1",70.05,3.554,129.3686129,10.641,15222,"2011"
"34","25-11-2011",1345595.82,"1",45.99,3.225,129.8364,10.148,15299,"2011"
"34","30-12-2011",965512.36,"1",28.84,3.119,130.0710323,10.148,15334,"2011"
"34","10-02-2012",1047658.09,"1",36.7,3.411,130.3849032,9.653,15376,"2012"
"34","07-09-2012",976415.56,"1",78.26,3.709,130.9325484,9.285,15586,"2012"
"35","12-02-2010",1168815.31,"1",29.81,2.773,135.4113076,9.262,14648,"2010"
"35","10-09-2010",961685.98,"1",70.38,2.699,136.6212085,8.861,14858,"2010"
"35","26-11-2010",1781866.98,"1",46.67,3.039,136.6895714,8.763,14935,"2010"
"35","31-12-2010",576332.05,"1",29.59,3.179,136.665265,8.763,14970,"2010"
"35","11-02-2011",859258.17,"1",30.45,3.239,137.1378318,8.549,15012,"2011"
"35","09-09-2011",922440.64,"1",70.93,3.738,140.2310173,8.684,15222,"2011"
"35","25-11-2011",1733822.4,"1",47.88,3.492,140.4217857,8.745,15299,"2011"
"35","30-12-2011",904650.55,"1",37.85,3.389,140.5874505,8.745,15334,"2011"
"35","10-02-2012",849779.14,"1",37.86,3.64,141.1199827,8.744,15376,"2012"
"35","07-09-2012",984833.35,"1",76,3.911,142.500303,8.839,15586,"2012"
"36","12-02-2010",469563.7,"1",46.11,2.539,209.9970208,8.554,14648,"2010"
"36","10-09-2010",434471.38,"1",80.58,2.513,210.2641156,8.36,14858,"2010"
"36","26-11-2010",408891.49,"1",67.73,2.725,210.5152765,8.476,14935,"2010"
"36","31-12-2010",359310.65,"1",52.88,2.949,210.182398,8.476,14970,"2010"
"36","11-02-2011",401501.2,"1",41.16,3.009,211.6985093,8.395,15012,"2011"
"36","09-09-2011",352960.64,"1",77.94,3.499,214.6155376,8.177,15222,"2011"
"36","25-11-2011",332811.55,"1",66.41,3.181,217.1812533,7.716,15299,"2011"
"36","30-12-2011",287425.22,"1",48.26,3.132,218.2302364,7.716,15334,"2011"
"36","10-02-2012",335741.9,"1",54.49,3.462,218.9551002,7.244,15376,"2012"
"36","07-09-2012",293728.57,"1",84.19,3.697,221.1181142,6.623,15586,"2012"
"37","12-02-2010",529852.7,"1",46.11,2.548,209.9970208,8.554,14648,"2010"
"37","10-09-2010",510296.07,"1",80.58,2.565,210.2641156,8.36,14858,"2010"
"37","26-11-2010",518220.72,"1",67.73,2.735,210.5152765,8.476,14935,"2010"
"37","31-12-2010",460331.7,"1",52.88,2.943,210.182398,8.476,14970,"2010"
"37","11-02-2011",522514.32,"1",41.16,3.022,211.6985093,8.395,15012,"2011"
"37","09-09-2011",506273.74,"1",77.94,3.546,214.6155376,8.177,15222,"2011"
"37","25-11-2011",522554.04,"1",66.41,3.236,217.1812533,7.716,15299,"2011"
"37","30-12-2011",451327.61,"1",48.26,3.129,218.2302364,7.716,15334,"2011"
"37","10-02-2012",527041.46,"1",54.49,3.409,218.9551002,7.244,15376,"2012"
"37","07-09-2012",526838.14,"1",84.19,3.73,221.1181142,6.623,15586,"2012"
"38","12-02-2010",342214.9,"1",47.87,2.946,126.4962581,13.975,14648,"2010"
"38","10-09-2010",336227.69,"1",83.63,3.044,126.1145806,14.18,14858,"2010"
"38","26-11-2010",360857.98,"1",47.66,3.162,126.6692667,14.313,14935,"2010"
"38","31-12-2010",303908.81,"1",45.64,3.148,127.0876774,14.313,14970,"2010"
"38","11-02-2011",377672.46,"1",51.3,3.381,127.859129,14.021,15012,"2011"
"38","09-09-2011",397771.68,"1",88,3.913,129.3686129,13.503,15222,"2011"
"38","25-11-2011",393715.71,"1",53.25,3.622,129.8364,12.89,15299,"2011"
"38","30-12-2011",342667.35,"1",44.64,3.428,130.0710323,12.89,15334,"2011"
"38","10-02-2012",469787.38,"1",52.27,3.722,130.3849032,12.187,15376,"2012"
"38","07-09-2012",490274.82,"1",88.52,4.124,130.9325484,10.926,15586,"2012"
"39","12-02-2010",1266229.07,"1",44.58,2.548,209.9970208,8.554,14648,"2010"
"39","10-09-2010",1279666.47,"1",79.94,2.565,210.2641156,8.36,14858,"2010"
"39","26-11-2010",2149355.2,"1",67.75,2.735,210.5152765,8.476,14935,"2010"
"39","31-12-2010",1230012.16,"1",52.45,2.943,210.182398,8.476,14970,"2010"
"39","11-02-2011",1227893.89,"1",40.34,3.022,211.6985093,8.395,15012,"2011"
"39","09-09-2011",1429345.86,"1",79.15,3.546,214.6155376,8.177,15222,"2011"
"39","25-11-2011",2338832.4,"1",66.36,3.236,217.1812533,7.716,15299,"2011"
"39","30-12-2011",1537139.56,"1",47.6,3.129,218.2302364,7.716,15334,"2011"
"39","10-02-2012",1442988.44,"1",52.89,3.409,218.9551002,7.244,15376,"2012"
"39","07-09-2012",1609811.75,"1",83.71,3.73,221.1181142,6.623,15586,"2012"
"40","12-02-2010",955338.29,"1",20.84,2.771,131.5866129,5.892,14648,"2010"
"40","10-09-2010",967310.82,"1",62.75,2.717,132.7564516,5.326,14858,"2010"
"40","26-11-2010",1166142.85,"1",32.94,3.07,132.8369333,5.287,14935,"2010"
"40","31-12-2010",811318.3,"1",19.29,3.177,132.8150323,5.287,14970,"2010"
"40","11-02-2011",931939.52,"1",16.87,3.255,133.260871,5.114,15012,"2011"
"40","09-09-2011",1021391.99,"1",64.83,3.809,136.2745806,4.584,15222,"2011"
"40","25-11-2011",1230011.95,"1",32.76,3.536,136.4788,4.42,15299,"2011"
"40","30-12-2011",908853.15,"1",18.75,3.402,136.6432581,4.42,15334,"2011"
"40","10-02-2012",999785.48,"1",23.92,3.655,137.1666774,4.261,15376,"2012"
"40","07-09-2012",1088248.4,"1",65.06,3.921,138.4729355,4.156,15586,"2012"
"41","12-02-2010",1075656.34,"1",23.04,2.572,189.4642725,7.541,14648,"2010"
"41","10-09-2010",1172672.27,"1",63.3,2.78,190.3958293,7.335,14858,"2010"
"41","26-11-2010",1866681.57,"1",25.3,2.742,191.0121805,7.508,14935,"2010"
"41","31-12-2010",1001790.16,"1",25.19,2.829,191.2557002,7.508,14970,"2010"
"41","11-02-2011",1150003.36,"1",16.81,3.037,191.8572881,7.241,15012,"2011"
"41","09-09-2011",1280958.97,"1",58.31,3.566,194.6387853,6.901,15222,"2011"
"41","25-11-2011",1906713.35,"1",36.37,3.424,195.7704,6.759,15299,"2011"
"41","30-12-2011",1264014.16,"1",34.12,3.119,196.3586101,6.759,15334,"2011"
"41","10-02-2012",1238844.56,"1",22,3.103,196.9195056,6.589,15376,"2012"
"41","07-09-2012",1392143.82,"1",67.41,3.596,198.0950484,6.432,15586,"2012"
"42","12-02-2010",575709.96,"1",49.96,2.828,126.4962581,9.765,14648,"2010"
"42","10-09-2010",589091.04,"1",84.04,2.961,126.1145806,9.199,14858,"2010"
"42","26-11-2010",522296.71,"1",55.33,3.162,126.6692667,9.003,14935,"2010"
"42","31-12-2010",428953.6,"1",49.67,3.148,127.0876774,9.003,14970,"2010"
"42","11-02-2011",628063.88,"1",51.51,3.381,127.859129,8.744,15012,"2011"
"42","09-09-2011",608390.94,"1",89.06,3.771,129.3686129,8.257,15222,"2011"
"42","25-11-2011",577698.37,"1",60.68,3.76,129.8364,7.874,15299,"2011"
"42","30-12-2011",454412.28,"1",48.92,3.428,130.0710323,7.874,15334,"2011"
"42","10-02-2012",674919.45,"1",55.73,3.722,130.3849032,7.545,15376,"2012"
"42","07-09-2012",617405.35,"1",83.07,4.124,130.9325484,7.17,15586,"2012"
"43","12-02-2010",682918.99,"1",47.99,2.548,203.2010968,9.521,14648,"2010"
"43","10-09-2010",722120.04,"1",81.32,2.565,203.4214677,9.816,14858,"2010"
"43","26-11-2010",633520.34,"1",54.76,2.735,203.6952786,10.21,14935,"2010"
"43","31-12-2010",534740.3,"1",48.61,2.943,203.4176843,10.21,14970,"2010"
"43","11-02-2011",635650.98,"1",40.65,3.022,204.873871,10.398,15012,"2011"
"43","09-09-2011",649128.23,"1",79.29,3.546,207.6833894,10.641,15222,"2011"
"43","25-11-2011",669965.22,"1",55.7,3.236,210.0888571,10.148,15299,"2011"
"43","30-12-2011",505405.85,"1",41.83,3.129,211.0740553,10.148,15334,"2011"
"43","10-02-2012",662198.65,"1",46.54,3.409,211.7644101,9.653,15376,"2012"
"43","07-09-2012",663814.18,"1",84.99,3.73,213.7990991,9.285,15586,"2012"
"44","12-02-2010",286857.13,"1",33.16,2.671,126.4962581,8.119,14648,"2010"
"44","10-09-2010",283455.13,"1",65.74,2.87,126.1145806,7.804,14858,"2010"
"44","26-11-2010",307646.5,"1",28.22,2.83,126.6692667,7.61,14935,"2010"
"44","31-12-2010",241937.11,"1",26.79,2.868,127.0876774,7.61,14970,"2010"
"44","11-02-2011",307486.73,"1",30.83,3.034,127.859129,7.224,15012,"2011"
"44","09-09-2011",295811.25,"1",70.19,3.619,129.3686129,6.56,15222,"2011"
"44","25-11-2011",309129.01,"1",38.89,3.445,129.8364,6.078,15299,"2011"
"44","30-12-2011",263917.85,"1",31.53,3.119,130.0710323,6.078,15334,"2011"
"44","10-02-2012",325377.97,"1",33.73,3.116,130.3849032,5.774,15376,"2012"
"44","07-09-2012",338737.33,"1",70.65,3.689,130.9325484,5.407,15586,"2012"
"45","12-02-2010",656988.64,"1",27.73,2.773,181.982317,8.992,14648,"2010"
"45","10-09-2010",721460.22,"1",70.87,2.699,182.598178,8.743,14858,"2010"
"45","26-11-2010",1182500.16,"1",46.15,3.039,182.7832769,8.724,14935,"2010"
"45","31-12-2010",679156.2,"1",29.67,3.179,182.5714479,8.724,14970,"2010"
"45","11-02-2011",766456,"1",30.3,3.239,183.7016129,8.549,15012,"2011"
"45","09-09-2011",746129.56,"1",71.48,3.738,186.6737376,8.625,15222,"2011"
"45","25-11-2011",1170672.94,"1",48.71,3.492,188.3504,8.523,15299,"2011"
"45","30-12-2011",869403.63,"1",37.79,3.389,189.0620155,8.523,15334,"2011"
"45","10-02-2012",803657.12,"1",37,3.64,189.7076048,8.424,15376,"2012"
"45","07-09-2012",766512.66,"1",75.7,3.911,191.5776756,8.684,15586,"2012"
